,DateTime,Latitude,Longitude,xco2,xco2_quality_flag,pressure_levels,Year,Month,Day
265,2014-11-01 07:41:21.710,11.441144,84.58888,397.3418,1,0.100683145,2014,11,1
266,2014-11-01 07:41:21.750,11.396344,84.600296,396.49423,1,0.10077763,2014,11,1
267,2014-11-01 07:41:22.010,11.459724,84.584335,396.65967,1,0.10066651,2014,11,1
268,2014-11-01 07:41:22.020,11.448615,84.58733,395.96497,0,0.100817904,2014,11,1
269,2014-11-01 07:41:22.030,11.437408,84.59025,397.8518,1,0.10077592,2014,11,1
270,2014-11-01 07:41:22.070,11.392302,84.60091,397.26392,1,0.100805156,2014,11,1
271,2014-11-01 07:41:22.310,11.478332,84.57979,395.73383,1,0.10085079,2014,11,1
272,2014-11-01 07:41:22.320,11.467225,84.58279,396.0487,1,0.10087266,2014,11,1
273,2014-11-01 07:41:22.330,11.456022,84.58571,395.9421,1,0.10062782,2014,11,1
274,2014-11-01 07:41:22.340,11.444756,84.58854,396.89783,1,0.10090039,2014,11,1
275,2014-11-01 07:41:22.380,11.399535,84.598816,396.33582,1,0.1007925,2014,11,1
276,2014-11-01 07:41:22.710,11.496951,84.57524,395.68512,1,0.10092768,2014,11,1
277,2014-11-01 07:41:22.720,11.485846,84.57825,396.09213,1,0.10075512,2014,11,1
278,2014-11-01 07:41:22.730,11.474642,84.58117,395.54648,0,0.100925684,2014,11,1
279,2014-11-01 07:41:22.740,11.463376,84.58401,395.64365,1,0.10078527,2014,11,1
280,2014-11-01 07:41:22.750,11.452164,84.58672,395.79108,1,0.100747116,2014,11,1
281,2014-11-01 07:41:22.760,11.440874,84.58935,396.7478,1,0.10075483,2014,11,1
282,2014-11-01 07:41:23.010,11.515571,84.570694,396.54767,1,0.100826345,2014,11,1
283,2014-11-01 07:41:23.020,11.504465,84.57371,396.42395,0,0.10091793,2014,11,1
284,2014-11-01 07:41:23.030,11.493261,84.57664,396.0835,1,0.10093778,2014,11,1
285,2014-11-01 07:41:23.040,11.481996,84.579475,396.1228,1,0.10075167,2014,11,1
286,2014-11-01 07:41:23.050,11.470783,84.58219,395.30917,1,0.10085663,2014,11,1
287,2014-11-01 07:41:23.060,11.459491,84.58482,395.5388,1,0.10079725,2014,11,1
288,2014-11-01 07:41:23.070,11.448154,84.58736,396.5445,1,0.10094012,2014,11,1
289,2014-11-01 07:41:23.080,11.436766,84.5898,397.51862,1,0.10086009,2014,11,1
290,2014-11-01 07:41:23.310,11.534167,84.566154,396.14566,1,0.10088445,2014,11,1
291,2014-11-01 07:41:23.320,11.523059,84.56917,396.00726,0,0.10095498,2014,11,1
292,2014-11-01 07:41:23.330,11.511852,84.572105,396.42203,1,0.10090521,2014,11,1
293,2014-11-01 07:41:23.340,11.500584,84.57495,396.15735,0,0.10093146,2014,11,1
